video_path,label,split
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1055_color.mp4,135,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1056_color.mp4,139,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1057_color.mp4,10,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1058_color.mp4,185,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1059_color.mp4,69,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample106_color.mp4,103,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1060_color.mp4,96,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1061_color.mp4,7,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1062_color.mp4,32,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1063_color.mp4,179,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1064_color.mp4,16,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1065_color.mp4,117,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1066_color.mp4,196,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1067_color.mp4,48,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1068_color.mp4,154,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1069_color.mp4,173,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample107_color.mp4,94,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1070_color.mp4,148,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1071_color.mp4,36,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1072_color.mp4,192,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1073_color.mp4,155,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1074_color.mp4,137,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1075_color.mp4,66,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1076_color.mp4,30,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1077_color.mp4,133,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1078_color.mp4,29,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1079_color.mp4,69,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample108_color.mp4,159,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1080_color.mp4,138,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1081_color.mp4,40,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1082_color.mp4,131,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1083_color.mp4,215,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1084_color.mp4,111,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1085_color.mp4,192,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1086_color.mp4,4,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1087_color.mp4,96,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1088_color.mp4,18,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1089_color.mp4,9,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample109_color.mp4,1,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1090_color.mp4,85,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1091_color.mp4,14,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1092_color.mp4,122,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1093_color.mp4,62,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1094_color.mp4,170,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1095_color.mp4,202,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1096_color.mp4,37,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1097_color.mp4,167,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1098_color.mp4,175,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1099_color.mp4,165,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample11_color.mp4,160,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample110_color.mp4,152,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1100_color.mp4,30,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1101_color.mp4,194,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1102_color.mp4,47,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1103_color.mp4,31,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1104_color.mp4,124,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1105_color.mp4,125,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1106_color.mp4,202,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1107_color.mp4,5,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1108_color.mp4,71,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1109_color.mp4,129,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample111_color.mp4,35,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1110_color.mp4,192,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1111_color.mp4,145,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1112_color.mp4,120,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1113_color.mp4,143,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1114_color.mp4,9,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1115_color.mp4,146,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1116_color.mp4,54,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1117_color.mp4,154,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1118_color.mp4,31,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1119_color.mp4,173,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample112_color.mp4,181,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1120_color.mp4,163,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1121_color.mp4,129,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1122_color.mp4,203,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1123_color.mp4,209,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1124_color.mp4,98,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1125_color.mp4,56,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1126_color.mp4,223,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1127_color.mp4,81,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1128_color.mp4,198,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1129_color.mp4,92,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample113_color.mp4,18,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1130_color.mp4,48,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1131_color.mp4,208,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1132_color.mp4,184,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1133_color.mp4,36,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1134_color.mp4,53,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1135_color.mp4,99,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1136_color.mp4,69,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1137_color.mp4,41,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1138_color.mp4,22,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1139_color.mp4,225,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample114_color.mp4,132,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1140_color.mp4,16,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1141_color.mp4,9,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1142_color.mp4,4,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1143_color.mp4,34,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1144_color.mp4,170,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1145_color.mp4,225,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1146_color.mp4,90,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1147_color.mp4,37,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1148_color.mp4,52,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1149_color.mp4,194,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample115_color.mp4,204,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1150_color.mp4,81,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1151_color.mp4,77,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1152_color.mp4,159,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1153_color.mp4,193,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1154_color.mp4,55,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1155_color.mp4,28,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1156_color.mp4,157,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1157_color.mp4,127,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1158_color.mp4,82,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1159_color.mp4,110,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample116_color.mp4,190,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1160_color.mp4,20,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1161_color.mp4,26,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1162_color.mp4,214,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1163_color.mp4,19,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1164_color.mp4,199,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1165_color.mp4,192,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1166_color.mp4,30,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1167_color.mp4,166,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1168_color.mp4,19,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1169_color.mp4,107,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample117_color.mp4,213,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1170_color.mp4,13,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1171_color.mp4,201,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1172_color.mp4,77,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1173_color.mp4,219,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1174_color.mp4,120,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1175_color.mp4,108,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1176_color.mp4,190,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1177_color.mp4,93,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1178_color.mp4,35,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1179_color.mp4,18,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample118_color.mp4,141,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1180_color.mp4,73,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1181_color.mp4,72,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1182_color.mp4,117,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1183_color.mp4,158,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1184_color.mp4,59,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1185_color.mp4,199,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1186_color.mp4,57,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1187_color.mp4,111,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1188_color.mp4,182,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1189_color.mp4,91,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample119_color.mp4,186,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1190_color.mp4,151,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1191_color.mp4,27,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1192_color.mp4,69,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1193_color.mp4,17,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1194_color.mp4,191,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1195_color.mp4,212,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1196_color.mp4,59,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1197_color.mp4,165,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1198_color.mp4,115,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1199_color.mp4,174,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample12_color.mp4,143,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample120_color.mp4,214,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1200_color.mp4,13,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1201_color.mp4,133,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1202_color.mp4,76,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1203_color.mp4,6,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1204_color.mp4,88,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1205_color.mp4,128,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1206_color.mp4,162,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1207_color.mp4,37,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1208_color.mp4,190,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1209_color.mp4,65,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample121_color.mp4,97,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1210_color.mp4,79,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1211_color.mp4,92,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1212_color.mp4,149,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1213_color.mp4,20,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1214_color.mp4,153,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1215_color.mp4,150,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1216_color.mp4,170,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1217_color.mp4,55,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1218_color.mp4,206,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1219_color.mp4,0,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample122_color.mp4,101,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1220_color.mp4,57,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1221_color.mp4,58,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1222_color.mp4,165,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1223_color.mp4,2,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1224_color.mp4,68,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1225_color.mp4,26,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1226_color.mp4,122,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1227_color.mp4,35,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1228_color.mp4,52,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1229_color.mp4,79,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample123_color.mp4,27,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1230_color.mp4,104,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1231_color.mp4,22,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1232_color.mp4,91,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1233_color.mp4,43,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1234_color.mp4,179,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1235_color.mp4,222,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1236_color.mp4,121,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1237_color.mp4,181,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1238_color.mp4,176,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1239_color.mp4,54,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample124_color.mp4,119,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1240_color.mp4,116,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1241_color.mp4,90,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1242_color.mp4,210,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1243_color.mp4,221,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1244_color.mp4,129,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1245_color.mp4,114,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1246_color.mp4,22,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1247_color.mp4,215,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1248_color.mp4,184,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1249_color.mp4,147,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample125_color.mp4,144,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1250_color.mp4,79,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1251_color.mp4,40,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1252_color.mp4,13,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1253_color.mp4,178,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1254_color.mp4,45,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1255_color.mp4,23,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1256_color.mp4,86,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1257_color.mp4,36,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1258_color.mp4,74,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1259_color.mp4,28,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample126_color.mp4,217,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1260_color.mp4,48,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1261_color.mp4,168,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1262_color.mp4,136,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1263_color.mp4,186,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1264_color.mp4,148,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1265_color.mp4,10,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1266_color.mp4,10,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1267_color.mp4,51,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1268_color.mp4,165,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1269_color.mp4,136,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample127_color.mp4,136,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1270_color.mp4,55,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1271_color.mp4,1,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1272_color.mp4,188,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1273_color.mp4,55,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1274_color.mp4,45,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1275_color.mp4,112,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1276_color.mp4,103,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1277_color.mp4,177,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1278_color.mp4,101,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1279_color.mp4,68,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample128_color.mp4,50,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1280_color.mp4,110,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1281_color.mp4,14,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1282_color.mp4,98,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1283_color.mp4,96,train
E:/dataset/DynamicSignDataset/AUTSL/train/signer0_sample1284_color.mp4,67,train
